FID,Join_Count,TARGET_FID,Id,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,pid,Lon,Lat
327,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6003385,31.34112692
328,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6015571,31.33630739
329,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6013153,31.26247374
330,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6063153,31.262455
331,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6033192,31.30200983
332,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6023315,31.32961103
333,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.607302,31.33004748
334,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.60238,31.30079955
335,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6018941,31.33245009
336,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6100483,31.3348783
337,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.605126,31.33400026
338,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6112855,31.30747301
339,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6063214,31.3068882
340,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6025594,31.30547916
341,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6119886,31.30265118
342,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6070034,31.30228259
343,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6048785,31.30017905
344,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6064035,31.29542538
345,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6111852,31.32912947
346,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.606402,31.32793166
347,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.605151,31.32459087
348,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6143439,31.32291032
349,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6094784,31.32179364
350,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6086096,31.29253086
351,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6135447,31.29333405
352,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6184649,31.29400528
353,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6078926,31.29128375
354,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6085429,31.28701877
355,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.608423,31.28402443
356,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6088734,31.32056766
357,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6088539,31.34626574
358,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6098048,31.28787218
359,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6146695,31.28815878
360,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6195585,31.28895833
361,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6212638,31.28171616
362,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6162996,31.28111968
363,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6113266,31.2806048
364,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6092957,31.27941477
365,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6159665,31.34404109
366,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6112004,31.34267343
367,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6097566,31.34162591
368,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6107054,31.33674039
369,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6109968,31.27439629
370,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6159854,31.27449693
371,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6209639,31.27448162
372,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.610186,31.27323091
373,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6151276,31.31914419
374,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6110162,31.31344964
375,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6127881,31.34012524
376,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6103909,31.26786418
377,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.611404,31.26890707
378,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.616402,31.26899847
379,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.621398,31.26919794
380,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6105767,31.26143947
381,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6109586,31.25648566
382,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6115524,31.26247039
383,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6164595,31.26326266
384,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6214207,31.26380173
385,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6120375,31.25497317
386,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6170375,31.25497248
387,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6220375,31.2549718
388,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6110629,31.2539386
389,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6111844,31.24894008
390,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6126261,31.33528322
391,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6106903,31.33214428
392,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6121313,31.3335487
393,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6160742,31.31293714
394,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6115058,31.3114121
395,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.617493,31.33152696
396,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6171807,31.30839831
397,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6124477,31.30659695
398,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6204856,31.33067398
399,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6155715,31.32975378
400,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6150406,31.32417078
401,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6179548,31.30333205
402,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6131989,31.30172973
403,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6137907,31.33915087
404,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6166168,31.34072834
405,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6148089,31.29944408
406,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6139075,31.29830739
407,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6198544,31.33643881
408,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6149161,31.3356554
409,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6141175,31.3344465
410,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6219024,31.32439199
411,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.616996,31.32342908
412,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6157522,31.32207523
413,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6160997,31.34859316
414,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.616265,31.3182863
415,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6170719,31.31335907
416,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6171388,31.31944771
417,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.622096,31.32010098
418,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6171632,31.34334312
419,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6192251,31.3449241
420,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6185379,31.34103625
421,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6254281,31.3099675
422,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6205167,31.30903046
423,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6188244,31.30444879
424,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6205759,31.33357445
425,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.620662,31.33209442
426,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6188959,31.35072293
427,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6270424,31.30417562
428,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6220818,31.30359362
429,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6191168,31.30245326
430,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6196831,31.29905832
431,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6274232,31.30092446
432,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6224311,31.30066368
433,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6236369,31.34152633
434,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6199942,31.33994917
435,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6232874,31.34426166
436,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6205097,31.29327055
437,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6213565,31.29439251
438,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6263163,31.29502458
439,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6254952,31.33735763
440,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6213348,31.33474888
441,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6222262,31.28904506
442,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6271968,31.2895868
443,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6213174,31.28794177
444,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6220723,31.28299926
445,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6216368,31.32975577
446,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6261918,31.33467364
447,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6227402,31.33219787
448,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6327318,31.28294048
449,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6277606,31.2824041
450,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6225384,31.28079834
451,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6234906,31.27588984
452,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6232617,31.32371922
453,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6246885,31.27440731
454,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6296857,31.27439388
455,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6237409,31.27338608
456,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6324308,31.32180426
457,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6275068,31.32093603
458,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6242173,31.31934208
459,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6254519,31.31450381
460,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.632707,31.34397256
461,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6277752,31.34320268
462,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6242857,31.34280868
463,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6341497,31.26984418
464,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.629156,31.26962282
465,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6244699,31.26828813
466,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6262385,31.33855134
467,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6349977,31.26469435
468,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6300076,31.26437931
469,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6251324,31.26329679
470,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6253228,31.25830048
471,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6264184,31.25498427
472,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6314184,31.25497121
473,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6361623,31.25362312
474,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6254312,31.25398016
475,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6342206,31.33803301
476,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6292275,31.33779113
477,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6269565,31.33584368
478,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6349742,31.33532355
479,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6299768,31.33516204
480,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6285443,31.3332588
481,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6335325,31.33307556
482,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6359288,31.3296341
483,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6285957,31.32572887
484,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6277981,31.30936474
485,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6372823,31.31254154
486,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6323917,31.31151265
487,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6283214,31.30205337
488,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6284897,31.30003319
489,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6294394,31.3011225
490,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6344298,31.301432
491,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6394209,31.30157522
492,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6306992,31.29548004
493,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6326518,31.2956222
494,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6376379,31.29599189
495,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6324915,31.29122898
496,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6322542,31.25380345
497,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.633771,31.29036298
498,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6387657,31.29043592
499,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6329781,31.28922084
500,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6335852,31.28425891
501,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6334377,31.32536475
502,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6353042,31.32661795
503,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6417304,31.28378602
504,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6367534,31.28330718
505,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6344847,31.27572553
506,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6340671,31.28070771
507,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6348383,31.34425732
508,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6397681,31.34507866
509,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6341279,31.34305648
510,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6351996,31.33821814
511,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6426144,31.27559731
512,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6376911,31.27489982
513,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6347063,31.27368756
514,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6443882,31.27061341
515,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6394335,31.26994137
516,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6354008,31.26875917
517,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.645853,31.26536595
518,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6408635,31.26504358
519,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6360879,31.26374991
520,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6371376,31.25893182
521,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6379521,31.25406844
522,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6374455,31.32687304
523,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6379922,31.31373518
524,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6367388,31.31855062
525,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6374826,31.3229843
526,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6375101,31.33543105
527,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6424985,31.33577182
528,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.647435,31.33573341
529,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6367826,31.33412012
530,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.640193,31.33060521
531,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.639337,31.31297453
532,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6442236,31.3140332
533,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6386446,31.31173024
534,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6399591,31.30690806
535,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.640382,31.25229505
536,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6453701,31.25195193
537,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.650351,31.25226086
538,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6394707,31.25124611
539,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6404919,31.24635152
540,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6419422,31.30175669
541,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6468365,31.30265201
542,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6411799,31.30047478
543,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6427726,31.29104941
544,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6417275,31.28914905
545,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6482448,31.32900936
546,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.643392,31.32782408
547,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6422199,31.32651953
548,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.643533,31.32169536
549,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6423723,31.29547957
550,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6481447,31.28438982
551,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6429685,31.28284875
552,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6431838,31.27790185
553,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6440494,31.29201794
554,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6490111,31.29151423
555,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6468686,31.27627246
556,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6438337,31.27476281
557,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6499566,31.32107313
558,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6442591,31.31914196
559,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6465678,31.27090709
560,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6466894,31.26648869
561,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6466858,31.31449825
562,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6472081,31.30875364
563,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6493571,31.26559451
564,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6519854,31.30806514
565,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6477416,31.30686972
566,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6481835,31.27887948
567,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6480839,31.27539245
568,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6492295,31.27056009
569,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6491351,31.28336068
570,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6615746,31.28123095
571,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6566115,31.28062478
572,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6516483,31.28001862
573,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6484391,31.34360561
574,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6478141,31.34850657
575,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6771993,31.34585062
576,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6723082,31.34481294
577,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6674118,31.34380225
578,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6624338,31.34338236
579,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6574415,31.34311075
580,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6524471,31.34287906
581,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6486172,31.3416594
582,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6490637,31.33667938
583,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6499997,31.30285149
584,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6492009,31.30166641
585,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6485097,31.33321292
586,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6530458,31.330243
587,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6494886,31.32818476
588,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6505338,31.32332771
589,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6501606,31.33329554
590,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6509615,31.2941873
591,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.650391,31.28927133
592,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6610861,31.28556897
593,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6561092,31.285098
594,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6511284,31.28465968
595,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.654256,31.32696444
596,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6511671,31.29891465
597,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6502757,31.29781291
598,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6641089,31.26651158
599,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6591183,31.26620456
600,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6541278,31.26589755
601,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6507639,31.26457712
602,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6520108,31.25973509
603,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6532387,31.25488835
604,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6520041,31.29524236
605,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6552989,31.3219084
606,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6512315,31.32018622
607,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6522744,31.31430067
608,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.652906,31.30934121
609,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6550348,31.31575998
610,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6540776,31.30810468
611,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6531752,31.30703283
612,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6536553,31.30208774
613,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.671219,31.33398284
614,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6663169,31.33299835
615,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6614148,31.33201386
616,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6565063,31.33107293
617,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6549901,31.2524751
618,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6540926,31.25139261
619,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6553924,31.24656451
620,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6549998,31.29889611
621,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6540786,31.29780448
622,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6553042,31.29519687
623,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6631249,31.32891073
624,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6582417,31.3278363
625,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6554575,31.32605083
626,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6561251,31.31741907
627,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6564544,31.31501859
628,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6643034,31.32330186
629,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6593656,31.32251629
630,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6565598,31.32101707
631,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6651175,31.31959568
632,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6601814,31.31879879
633,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6660243,31.31529669
634,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6610874,31.31450464
635,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6576514,31.3128254
636,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6585774,31.30717637
637,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6584924,31.30217856
638,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6665936,31.30823608
639,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6615937,31.30821587
640,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6685798,31.25113566
641,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.663595,31.25152322
642,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6603982,31.25081849
643,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6616496,31.24597763
644,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6628774,31.2411308
645,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6603263,31.29772107
646,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6664538,31.29841618
647,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6614784,31.29884314
648,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6616308,31.29455652
649,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6663357,31.29300688
650,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6619436,31.2867057
651,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6610513,31.2916254
652,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6695639,31.28635901
653,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6645853,31.28589717
654,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6622857,31.2846387
655,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6626675,31.28035722
656,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6634412,31.27542272
657,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6644018,31.27051585
658,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6683978,31.28209564
659,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6716932,31.33078595
660,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6668085,31.32971842
661,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6643209,31.3279906
662,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6688926,31.26676077
663,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6727187,31.32457448
664,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6677787,31.32380343
665,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6655651,31.32245215
666,0,0,0,0,0,residential,,,B,0,0,F,F,1,120.6732047,31.32212356
